,Year,Geography,GeographyType,Indicator,Value,ValueType
6495,2019,Jefferson,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
6496,2019,Jefferson,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
6497,2019,Jefferson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
6498,2019,Jefferson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6499,2019,Jefferson,County,All Drug Overdose Deaths,14.0,Count
6500,2019,Jefferson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),7.0,Count
6512,2019,Johnson,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
6513,2019,Johnson,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
6514,2019,Johnson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6515,2019,Johnson,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
6516,2019,Johnson,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6517,2019,Johnson,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
6518,2019,Johnson,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
6519,2019,Johnson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6520,2019,Johnson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
6521,2019,Johnson,County,All Drug Overdose Deaths,5.0,Count
6522,2019,Johnson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
6534,2019,Knox,County,Drug Overdose Deaths Involving All Stimulants,100.0,Count
6535,2019,Knox,County,Drug Overdose Deaths Involving Benzodiazepines,27.0,Count
6536,2019,Knox,County,Drug Overdose Deaths Involving Cocaine,41.0,Count
6537,2019,Knox,County,Drug Overdose Deaths Involving Fentanyl,143.0,Count
6538,2019,Knox,County,Drug Overdose Deaths Involving Heroin,45.0,Count
6539,2019,Knox,County,Drug Overdose Deaths Involving Prescription Opioids,58.0,Count
6540,2019,Knox,County,Drug Overdose Deaths Involving All Opioids,187.0,Count
6541,2019,Knox,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,80.0,Count
6542,2019,Knox,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,24.0,Count
6543,2019,Knox,County,All Drug Overdose Deaths,222.0,Count
6544,2019,Knox,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),69.0,Count
6578,2019,Lake,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
6579,2019,Lake,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6580,2019,Lake,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6581,2019,Lake,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6582,2019,Lake,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6583,2019,Lake,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
6584,2019,Lake,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
6585,2019,Lake,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6586,2019,Lake,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6587,2019,Lake,County,All Drug Overdose Deaths,2.0,Count
6588,2019,Lake,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
6600,2019,Lauderdale,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
6601,2019,Lauderdale,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
6602,2019,Lauderdale,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6603,2019,Lauderdale,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
6604,2019,Lauderdale,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6605,2019,Lauderdale,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
6606,2019,Lauderdale,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
6607,2019,Lauderdale,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6608,2019,Lauderdale,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
6609,2019,Lauderdale,County,All Drug Overdose Deaths,7.0,Count
6610,2019,Lauderdale,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
6622,2019,Lawrence,County,Drug Overdose Deaths Involving All Stimulants,7.0,Count
6623,2019,Lawrence,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
6624,2019,Lawrence,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6625,2019,Lawrence,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
6626,2019,Lawrence,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6627,2019,Lawrence,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
6628,2019,Lawrence,County,Drug Overdose Deaths Involving All Opioids,8.0,Count
6629,2019,Lawrence,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,3.0,Count
6630,2019,Lawrence,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
6631,2019,Lawrence,County,All Drug Overdose Deaths,14.0,Count
6632,2019,Lawrence,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),7.0,Count
6644,2019,Lewis,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
6645,2019,Lewis,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6646,2019,Lewis,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6647,2019,Lewis,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6648,2019,Lewis,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6649,2019,Lewis,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
6650,2019,Lewis,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
6651,2019,Lewis,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6652,2019,Lewis,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6653,2019,Lewis,County,All Drug Overdose Deaths,2.0,Count
6654,2019,Lewis,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
6666,2019,Lincoln,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
6667,2019,Lincoln,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
6668,2019,Lincoln,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6669,2019,Lincoln,County,Drug Overdose Deaths Involving Fentanyl,3.0,Count
6670,2019,Lincoln,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6671,2019,Lincoln,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
6672,2019,Lincoln,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
6673,2019,Lincoln,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
6674,2019,Lincoln,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
6675,2019,Lincoln,County,All Drug Overdose Deaths,6.0,Count
6676,2019,Lincoln,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
6688,2019,Loudon,County,Drug Overdose Deaths Involving All Stimulants,9.0,Count
6689,2019,Loudon,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
6690,2019,Loudon,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
6691,2019,Loudon,County,Drug Overdose Deaths Involving Fentanyl,6.0,Count
6692,2019,Loudon,County,Drug Overdose Deaths Involving Heroin,4.0,Count
6693,2019,Loudon,County,Drug Overdose Deaths Involving Prescription Opioids,5.0,Count
6694,2019,Loudon,County,Drug Overdose Deaths Involving All Opioids,12.0,Count
6695,2019,Loudon,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
6696,2019,Loudon,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
6697,2019,Loudon,County,All Drug Overdose Deaths,19.0,Count
6698,2019,Loudon,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),8.0,Count
6710,2019,Macon,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
6711,2019,Macon,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6712,2019,Macon,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6713,2019,Macon,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6714,2019,Macon,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6715,2019,Macon,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
6716,2019,Macon,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
6717,2019,Macon,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6718,2019,Macon,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6719,2019,Macon,County,All Drug Overdose Deaths,3.0,Count
6720,2019,Macon,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
6732,2019,Madison,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
6733,2019,Madison,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
6734,2019,Madison,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
6735,2019,Madison,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6736,2019,Madison,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6737,2019,Madison,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
6738,2019,Madison,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
6739,2019,Madison,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
6740,2019,Madison,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,2.0,Count
6741,2019,Madison,County,All Drug Overdose Deaths,6.0,Count
6742,2019,Madison,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
6754,2019,Marion,County,Drug Overdose Deaths Involving All Stimulants,6.0,Count
6755,2019,Marion,County,Drug Overdose Deaths Involving Benzodiazepines,2.0,Count
6756,2019,Marion,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
6757,2019,Marion,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
6758,2019,Marion,County,Drug Overdose Deaths Involving Heroin,1.0,Count
6759,2019,Marion,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
6760,2019,Marion,County,Drug Overdose Deaths Involving All Opioids,5.0,Count
6761,2019,Marion,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,5.0,Count
6762,2019,Marion,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
6763,2019,Marion,County,All Drug Overdose Deaths,10.0,Count
6764,2019,Marion,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
6776,2019,Marshall,County,Drug Overdose Deaths Involving All Stimulants,6.0,Count
6777,2019,Marshall,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
6778,2019,Marshall,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
6779,2019,Marshall,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
6780,2019,Marshall,County,Drug Overdose Deaths Involving Heroin,3.0,Count
6781,2019,Marshall,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
6782,2019,Marshall,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
6783,2019,Marshall,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
6784,2019,Marshall,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
6785,2019,Marshall,County,All Drug Overdose Deaths,10.0,Count
6786,2019,Marshall,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
6798,2019,Maury,County,Drug Overdose Deaths Involving All Stimulants,12.0,Count
6799,2019,Maury,County,Drug Overdose Deaths Involving Benzodiazepines,13.0,Count
6800,2019,Maury,County,Drug Overdose Deaths Involving Cocaine,7.0,Count
6801,2019,Maury,County,Drug Overdose Deaths Involving Fentanyl,17.0,Count
6802,2019,Maury,County,Drug Overdose Deaths Involving Heroin,8.0,Count
6803,2019,Maury,County,Drug Overdose Deaths Involving Prescription Opioids,7.0,Count
6804,2019,Maury,County,Drug Overdose Deaths Involving All Opioids,24.0,Count
6805,2019,Maury,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,9.0,Count
6806,2019,Maury,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,12.0,Count
6807,2019,Maury,County,All Drug Overdose Deaths,28.0,Count
6808,2019,Maury,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),7.0,Count
6820,2019,McMinn,County,Drug Overdose Deaths Involving All Stimulants,6.0,Count
6821,2019,McMinn,County,Drug Overdose Deaths Involving Benzodiazepines,4.0,Count
6822,2019,McMinn,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
6823,2019,McMinn,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
6824,2019,McMinn,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6825,2019,McMinn,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
6826,2019,McMinn,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
6827,2019,McMinn,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
6828,2019,McMinn,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
6829,2019,McMinn,County,All Drug Overdose Deaths,12.0,Count
6830,2019,McMinn,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
6842,2019,McNairy,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
6843,2019,McNairy,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6844,2019,McNairy,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6845,2019,McNairy,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6846,2019,McNairy,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6847,2019,McNairy,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
6848,2019,McNairy,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
6849,2019,McNairy,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6850,2019,McNairy,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6851,2019,McNairy,County,All Drug Overdose Deaths,4.0,Count
6852,2019,McNairy,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
6864,2019,Meigs,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
6865,2019,Meigs,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6866,2019,Meigs,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6867,2019,Meigs,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
6868,2019,Meigs,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6869,2019,Meigs,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
6870,2019,Meigs,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
6871,2019,Meigs,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
6872,2019,Meigs,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
6873,2019,Meigs,County,All Drug Overdose Deaths,5.0,Count
6874,2019,Meigs,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
6930,2019,Monroe,County,Drug Overdose Deaths Involving All Stimulants,9.0,Count
6931,2019,Monroe,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
6932,2019,Monroe,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6933,2019,Monroe,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
6934,2019,Monroe,County,Drug Overdose Deaths Involving Heroin,2.0,Count
6935,2019,Monroe,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
6936,2019,Monroe,County,Drug Overdose Deaths Involving All Opioids,10.0,Count
6937,2019,Monroe,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,6.0,Count
6938,2019,Monroe,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
6939,2019,Monroe,County,All Drug Overdose Deaths,16.0,Count
6940,2019,Monroe,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),9.0,Count
6952,2019,Montgomery,County,Drug Overdose Deaths Involving All Stimulants,23.0,Count
6953,2019,Montgomery,County,Drug Overdose Deaths Involving Benzodiazepines,10.0,Count
6954,2019,Montgomery,County,Drug Overdose Deaths Involving Cocaine,7.0,Count
6955,2019,Montgomery,County,Drug Overdose Deaths Involving Fentanyl,49.0,Count
6956,2019,Montgomery,County,Drug Overdose Deaths Involving Heroin,7.0,Count
6957,2019,Montgomery,County,Drug Overdose Deaths Involving Prescription Opioids,15.0,Count
6958,2019,Montgomery,County,Drug Overdose Deaths Involving All Opioids,62.0,Count
6959,2019,Montgomery,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,19.0,Count
6960,2019,Montgomery,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,9.0,Count
6961,2019,Montgomery,County,All Drug Overdose Deaths,73.0,Count
6962,2019,Montgomery,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),17.0,Count
6974,2019,Moore,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
6975,2019,Moore,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
6976,2019,Moore,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
6977,2019,Moore,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
6978,2019,Moore,County,Drug Overdose Deaths Involving Heroin,0.0,Count
6979,2019,Moore,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
