,Year,Geography,GeographyType,Indicator,Value,ValueType,Demographics,DemographicsType
9553,2020,Grundy,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
9554,2020,Grundy,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
9555,2020,Grundy,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
9556,2020,Grundy,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9557,2020,Grundy,County,Outpatient Visits Involving Heroin Overdose,1.0,Count,,
9558,2020,Grundy,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5.0,Count,,
9559,2020,Grundy,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,9.0,Count,,
9560,2020,Grundy,County,Inpatient Stays Involving All Drug Overdose,17.0,Count,,
9561,2020,Grundy,County,Outpatient Visits Involving All Drug Overdose,38.0,Count,,
9562,2020,Grundy,County,Inpatient Stays Involving All Stimulant Overdose,1.0,Count,,
9563,2020,Grundy,County,Outpatient Visits Involving All Stimulant Overdose,1.0,Count,,
9576,2020,Hamblen,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),9.0,Count,,
9577,2020,Hamblen,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),8.0,Count,,
9578,2020,Hamblen,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
9579,2020,Hamblen,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
9580,2020,Hamblen,County,Inpatient Stays Involving Heroin Overdose,6.0,Count,,
9581,2020,Hamblen,County,Outpatient Visits Involving Heroin Overdose,15.0,Count,,
9582,2020,Hamblen,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,11.0,Count,,
9583,2020,Hamblen,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,28.0,Count,,
9584,2020,Hamblen,County,Inpatient Stays Involving All Drug Overdose,65.0,Count,,
9585,2020,Hamblen,County,Outpatient Visits Involving All Drug Overdose,147.0,Count,,
9586,2020,Hamblen,County,Inpatient Stays Involving All Stimulant Overdose,9.0,Count,,
9587,2020,Hamblen,County,Outpatient Visits Involving All Stimulant Overdose,8.0,Count,,
9600,2020,Hamilton,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),43.0,Count,,
9601,2020,Hamilton,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),23.0,Count,,
9602,2020,Hamilton,County,Inpatient Stays Involving Cocaine Overdose,33.0,Count,,
9603,2020,Hamilton,County,Outpatient Visits Involving Cocaine Overdose,5.0,Count,,
9604,2020,Hamilton,County,Inpatient Stays Involving Heroin Overdose,16.0,Count,,
9605,2020,Hamilton,County,Outpatient Visits Involving Heroin Overdose,153.0,Count,,
9606,2020,Hamilton,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,61.0,Count,,
9607,2020,Hamilton,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,200.0,Count,,
9608,2020,Hamilton,County,Inpatient Stays Involving All Drug Overdose,318.0,Count,,
9609,2020,Hamilton,County,Outpatient Visits Involving All Drug Overdose,831.0,Count,,
9610,2020,Hamilton,County,Inpatient Stays Involving All Stimulant Overdose,75.0,Count,,
9611,2020,Hamilton,County,Outpatient Visits Involving All Stimulant Overdose,29.0,Count,,
9624,2020,Hancock,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
9625,2020,Hancock,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
9626,2020,Hancock,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
9627,2020,Hancock,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
9628,2020,Hancock,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9629,2020,Hancock,County,Outpatient Visits Involving Heroin Overdose,0.0,Count,,
9630,2020,Hancock,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,0.0,Count,,
9631,2020,Hancock,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,1.0,Count,,
9632,2020,Hancock,County,Inpatient Stays Involving All Drug Overdose,5.0,Count,,
9633,2020,Hancock,County,Outpatient Visits Involving All Drug Overdose,16.0,Count,,
9634,2020,Hancock,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
9635,2020,Hancock,County,Outpatient Visits Involving All Stimulant Overdose,0.0,Count,,
9648,2020,Hardeman,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
9649,2020,Hardeman,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
9650,2020,Hardeman,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
9651,2020,Hardeman,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
9652,2020,Hardeman,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9653,2020,Hardeman,County,Outpatient Visits Involving Heroin Overdose,6.0,Count,,
9654,2020,Hardeman,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
9655,2020,Hardeman,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,9.0,Count,,
9656,2020,Hardeman,County,Inpatient Stays Involving All Drug Overdose,15.0,Count,,
9657,2020,Hardeman,County,Outpatient Visits Involving All Drug Overdose,71.0,Count,,
9658,2020,Hardeman,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
9659,2020,Hardeman,County,Outpatient Visits Involving All Stimulant Overdose,3.0,Count,,
9672,2020,Hardin,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
9673,2020,Hardin,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),6.0,Count,,
9674,2020,Hardin,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
9675,2020,Hardin,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
9676,2020,Hardin,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9677,2020,Hardin,County,Outpatient Visits Involving Heroin Overdose,4.0,Count,,
9678,2020,Hardin,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
9679,2020,Hardin,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,12.0,Count,,
9680,2020,Hardin,County,Inpatient Stays Involving All Drug Overdose,17.0,Count,,
9681,2020,Hardin,County,Outpatient Visits Involving All Drug Overdose,54.0,Count,,
9682,2020,Hardin,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
9683,2020,Hardin,County,Outpatient Visits Involving All Stimulant Overdose,7.0,Count,,
9696,2020,Hawkins,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),13.0,Count,,
9697,2020,Hawkins,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
9698,2020,Hawkins,County,Inpatient Stays Involving Cocaine Overdose,2.0,Count,,
9699,2020,Hawkins,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
9700,2020,Hawkins,County,Inpatient Stays Involving Heroin Overdose,3.0,Count,,
9701,2020,Hawkins,County,Outpatient Visits Involving Heroin Overdose,9.0,Count,,
9702,2020,Hawkins,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,12.0,Count,,
9703,2020,Hawkins,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
9704,2020,Hawkins,County,Inpatient Stays Involving All Drug Overdose,62.0,Count,,
9705,2020,Hawkins,County,Outpatient Visits Involving All Drug Overdose,99.0,Count,,
9706,2020,Hawkins,County,Inpatient Stays Involving All Stimulant Overdose,14.0,Count,,
9707,2020,Hawkins,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
9720,2020,Haywood,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
9721,2020,Haywood,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
9722,2020,Haywood,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
9723,2020,Haywood,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
9724,2020,Haywood,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9725,2020,Haywood,County,Outpatient Visits Involving Heroin Overdose,3.0,Count,,
9726,2020,Haywood,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,1.0,Count,,
9727,2020,Haywood,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,2.0,Count,,
9728,2020,Haywood,County,Inpatient Stays Involving All Drug Overdose,7.0,Count,,
9729,2020,Haywood,County,Outpatient Visits Involving All Drug Overdose,27.0,Count,,
9730,2020,Haywood,County,Inpatient Stays Involving All Stimulant Overdose,1.0,Count,,
9731,2020,Haywood,County,Outpatient Visits Involving All Stimulant Overdose,2.0,Count,,
9744,2020,Henderson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
9745,2020,Henderson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
9746,2020,Henderson,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
9747,2020,Henderson,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
9748,2020,Henderson,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9749,2020,Henderson,County,Outpatient Visits Involving Heroin Overdose,3.0,Count,,
9750,2020,Henderson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
9751,2020,Henderson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,11.0,Count,,
9752,2020,Henderson,County,Inpatient Stays Involving All Drug Overdose,15.0,Count,,
9753,2020,Henderson,County,Outpatient Visits Involving All Drug Overdose,62.0,Count,,
9754,2020,Henderson,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
9755,2020,Henderson,County,Outpatient Visits Involving All Stimulant Overdose,6.0,Count,,
9768,2020,Henry,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
9769,2020,Henry,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),6.0,Count,,
9770,2020,Henry,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
9771,2020,Henry,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
9772,2020,Henry,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9773,2020,Henry,County,Outpatient Visits Involving Heroin Overdose,6.0,Count,,
9774,2020,Henry,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
9775,2020,Henry,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,11.0,Count,,
9776,2020,Henry,County,Inpatient Stays Involving All Drug Overdose,20.0,Count,,
9777,2020,Henry,County,Outpatient Visits Involving All Drug Overdose,75.0,Count,,
9778,2020,Henry,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
9779,2020,Henry,County,Outpatient Visits Involving All Stimulant Overdose,9.0,Count,,
9792,2020,Hickman,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
9793,2020,Hickman,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
9794,2020,Hickman,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
9795,2020,Hickman,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
9796,2020,Hickman,County,Inpatient Stays Involving Heroin Overdose,4.0,Count,,
9797,2020,Hickman,County,Outpatient Visits Involving Heroin Overdose,36.0,Count,,
9798,2020,Hickman,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,13.0,Count,,
9799,2020,Hickman,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,31.0,Count,,
9800,2020,Hickman,County,Inpatient Stays Involving All Drug Overdose,47.0,Count,,
9801,2020,Hickman,County,Outpatient Visits Involving All Drug Overdose,119.0,Count,,
9802,2020,Hickman,County,Inpatient Stays Involving All Stimulant Overdose,6.0,Count,,
9803,2020,Hickman,County,Outpatient Visits Involving All Stimulant Overdose,1.0,Count,,
9816,2020,Houston,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0.0,Count,,
9817,2020,Houston,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
9818,2020,Houston,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
9819,2020,Houston,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
9820,2020,Houston,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9821,2020,Houston,County,Outpatient Visits Involving Heroin Overdose,11.0,Count,,
9822,2020,Houston,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
9823,2020,Houston,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,7.0,Count,,
9824,2020,Houston,County,Inpatient Stays Involving All Drug Overdose,8.0,Count,,
9825,2020,Houston,County,Outpatient Visits Involving All Drug Overdose,34.0,Count,,
9826,2020,Houston,County,Inpatient Stays Involving All Stimulant Overdose,1.0,Count,,
9827,2020,Houston,County,Outpatient Visits Involving All Stimulant Overdose,4.0,Count,,
9840,2020,Humphreys,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
9841,2020,Humphreys,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
9842,2020,Humphreys,County,Inpatient Stays Involving Cocaine Overdose,1.0,Count,,
9843,2020,Humphreys,County,Outpatient Visits Involving Cocaine Overdose,1.0,Count,,
9844,2020,Humphreys,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9845,2020,Humphreys,County,Outpatient Visits Involving Heroin Overdose,18.0,Count,,
9846,2020,Humphreys,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,3.0,Count,,
9847,2020,Humphreys,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
9848,2020,Humphreys,County,Inpatient Stays Involving All Drug Overdose,21.0,Count,,
9849,2020,Humphreys,County,Outpatient Visits Involving All Drug Overdose,74.0,Count,,
9850,2020,Humphreys,County,Inpatient Stays Involving All Stimulant Overdose,2.0,Count,,
9851,2020,Humphreys,County,Outpatient Visits Involving All Stimulant Overdose,4.0,Count,,
9864,2020,Jackson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2.0,Count,,
9865,2020,Jackson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
9866,2020,Jackson,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
9867,2020,Jackson,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
9868,2020,Jackson,County,Inpatient Stays Involving Heroin Overdose,0.0,Count,,
9869,2020,Jackson,County,Outpatient Visits Involving Heroin Overdose,3.0,Count,,
9870,2020,Jackson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,6.0,Count,,
9871,2020,Jackson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,4.0,Count,,
9872,2020,Jackson,County,Inpatient Stays Involving All Drug Overdose,14.0,Count,,
9873,2020,Jackson,County,Outpatient Visits Involving All Drug Overdose,22.0,Count,,
9874,2020,Jackson,County,Inpatient Stays Involving All Stimulant Overdose,3.0,Count,,
9875,2020,Jackson,County,Outpatient Visits Involving All Stimulant Overdose,6.0,Count,,
9912,2020,Jefferson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),5.0,Count,,
9913,2020,Jefferson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),7.0,Count,,
9914,2020,Jefferson,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
9915,2020,Jefferson,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
9916,2020,Jefferson,County,Inpatient Stays Involving Heroin Overdose,6.0,Count,,
9917,2020,Jefferson,County,Outpatient Visits Involving Heroin Overdose,25.0,Count,,
9918,2020,Jefferson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,10.0,Count,,
9919,2020,Jefferson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,17.0,Count,,
9920,2020,Jefferson,County,Inpatient Stays Involving All Drug Overdose,35.0,Count,,
9921,2020,Jefferson,County,Outpatient Visits Involving All Drug Overdose,102.0,Count,,
9922,2020,Jefferson,County,Inpatient Stays Involving All Stimulant Overdose,5.0,Count,,
9923,2020,Jefferson,County,Outpatient Visits Involving All Stimulant Overdose,7.0,Count,,
9936,2020,Johnson,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),4.0,Count,,
9937,2020,Johnson,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1.0,Count,,
9938,2020,Johnson,County,Inpatient Stays Involving Cocaine Overdose,0.0,Count,,
9939,2020,Johnson,County,Outpatient Visits Involving Cocaine Overdose,0.0,Count,,
9940,2020,Johnson,County,Inpatient Stays Involving Heroin Overdose,1.0,Count,,
9941,2020,Johnson,County,Outpatient Visits Involving Heroin Overdose,4.0,Count,,
9942,2020,Johnson,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,0.0,Count,,
9943,2020,Johnson,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,1.0,Count,,
9944,2020,Johnson,County,Inpatient Stays Involving All Drug Overdose,15.0,Count,,
9945,2020,Johnson,County,Outpatient Visits Involving All Drug Overdose,22.0,Count,,
9946,2020,Johnson,County,Inpatient Stays Involving All Stimulant Overdose,4.0,Count,,
9947,2020,Johnson,County,Outpatient Visits Involving All Stimulant Overdose,1.0,Count,,
9960,2020,Knox,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),52.0,Count,,
